Name,Registration No.,Validity,E-mail,Contact Person,Address,Correspondence Address,Telephone,Fax No.,State,City
Indus Way Emerging Market Fund Series IIA,IN/AIF2/17-18/0362,"Sep 01, 2017 - Perpetual",,,"501, GREEN BLAZE CHS, PLOT NO. 1, JUHU VERSOVA LINK ROAD, ANDHERI WEST, MUMBAI, MAHARASHTRA, 400053",,,,MAHARASHTRA,MUMBAI
IndusAge Global Technology Venture Fund II- India,IN/AIF2/17-18/0323,"Apr 25, 2017 - Perpetual",,,"No 9/1 Madras Bank Road, Off St Marks Road, BANGALORE, KARNATAKA, 560001",,,,KARNATAKA,BANGALORE
INDUSAGE TECHNOLOGY VENTURE FUND I,IN/AIF1/13-14/0064,"Jul 29, 2013 - Perpetual",,,"No 9/1 Madras Bank Road, Off St Marks Road, BANGALORE, KARNATAKA, 560001",,,,KARNATAKA,BANGALORE
INDUSBRIDGE VENTURES TRUST,IN/AIF2/24-25/1682,"Jan 06, 2025 - Perpetual",rahul@indusbridgeventures.com,Rahul Devjani,"TBQ 509 5th Floor Tower 2A North Annex One World Center Senapati Bapat Marg Lower Parel Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400013","TBQ 509 5th Floor Tower 2A North Annex One World Center Senapati Bapat Marg Lower Parel Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
Industrial 47,IN/AIF2/25-26/1868,"Jul 30, 2025 - Perpetual",rahul@industrial47.com,Rahul Seth,"801 Pampess Heights Model Town Society, Gulmohar Cross road no 8 Juhu, MUMBAI, MAHARASHTRA, 400049","801 Pampess Heights Model Town Society, Gulmohar Cross road no 8 Juhu, MUMBAI, MAHARASHTRA, 400049",,,MAHARASHTRA,MUMBAI
IndValue Opportunities Fund,IN/AIF2/22-23/1128,"Sep 02, 2022 - Perpetual",vivek@indvaluehomes.com,VIVEK MISHRA,"Unit No. 1 DDA Commercial Complex Geetanjali Enclave, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Unit No. 1 DDA Commercial Complex Geetanjali Enclave, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Infinite Circles Investment Trust,IN/AIF3/25-26/2002,"Dec 30, 2025 - Perpetual",debashish@infinitecircles.in,Debashish Bose,"442 Abhinav Apartments B12 Vasundhara Enclave Delhi 110096 India., DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110096","442 Abhinav Apartments B12 Vasundhara Enclave Delhi 110096 India., DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110096",,,NATIONAL CAPITAL TERRITORY OF DELHI,
INFINITI REALTY OPPORTUNITIES TRUST,IN/AIF2/15-16/0155,"Jun 18, 2015 - Perpetual",,,"201D, Poonam Chambers, A Wing, Dr Annie Besant Rd, Worli, MUMBAI, MAHARASHTRA, 400018",,,,MAHARASHTRA,MUMBAI
Infinity Alternatives Growth Fund,IN/AIF2/16-17/0247,"Jul 22, 2016 - Perpetual",,,"B 402, VIVAREA, , M A ROAD, JACOB CIRCLE,, MUMBAI, MAHARASHTRA, 400011",,,,MAHARASHTRA,MUMBAI
Infinyte Club Angel Fund,IN/AIF1/23-24/1458,"Mar 21, 2024 - Perpetual",vipul@infinyte.club,Vipul Jain,"No. 372, 100 Feet Road, Indiranagar, HAL 2nd Stage, BANGALORE, KARNATAKA, 560038","No. 372, 100 Feet Road, Indiranagar, HAL 2nd Stage, BANGALORE, KARNATAKA, 560038",,,KARNATAKA,BANGALORE
INFIPLY SME Growth Fund,IN/AIF1/24-25/1676,"Dec 31, 2024 - Perpetual",jigneshjl2005@gmail.com,Jignesh Lakhani,"604 605 Nathubhai Tower , Udhna Main Road, SURAT, GUJARAT, 394210","604 605 Nathubhai Tower , Udhna Main Road, SURAT, GUJARAT, 394210",,,GUJARAT,
Inflexor Opportunities Trust,IN/AIF1/24-25/1487,"Apr 01, 2024 - Perpetual",murali@inflexor.vc,Murali Gunturu,"WeWork India,Cherry Hills,Embassy Golflinks Business Park,, Domlur,Bengaluru,Karnataka,, BANGALORE, KARNATAKA, 560071","Inflexor Ventures,Vatika Business Centre,7b Supreme Business Park, Powai,Mumbai, MUMBAI, MAHARASHTRA, 400076",,,KARNATAKA,BANGALORE
Inflexor Technology Discovery Fund,IN/AIF2/24-25/1488,"Apr 02, 2024 - Perpetual",murali@inflexor.vc,Murali Gunturu,"WeWork India,Cherry Hills,Embassy Golflinks Business Park,, Domlur,Bengaluru,Karnataka, BANGALORE, KARNATAKA, 560071","Inflexor Ventures,Vatika Business Centre,7b Supreme Business Park, Powai,Mumbai, MUMBAI, MAHARASHTRA, 400076",,,KARNATAKA,BANGALORE
Inflexor Ventures Trust,IN/AIF1/19-20/0763,"Jan 13, 2020 - Perpetual",murali@inflexor.vc,Murali Krishna Gunturu,"Villa 62, Orchids, Indu Fortune Fields, , KPHB13th Phase, Kukatpally, Hyderabad, HYDERABAD, TELANGANA, 500072","Villa 62, Orchids, Indu Fortune Fields, , KPHB13th Phase, Kukatpally, Hyderabad, HYDERABAD, TELANGANA, 500072",,,TELANGANA,HYDERABAD
Info Edge Capital,IN/AIF2/22-23/1043,"Apr 05, 2022 - Perpetual",nitin.gupta@infoedgeventures.com,Nitin Gupta,"Ground Floor 12A 94 Mehgdoot, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Ground Floor 12A 94 Mehgdoot, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
INFO EDGE VENTURE FUND,IN/AIF2/19-20/0761,"Jan 09, 2020 - Perpetual",kitty.agarwal@naukri.com,Kitty Agarwal,"Ground floor 12A 94 Meghdoot Building, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019","Ground floor 12A 94 Meghdoot Building, Nehru Place, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110019",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
INFOWISE STARTUP CATALYSTS TRUST,IN/AIF1/19-20/0740,"Oct 30, 2019 - Perpetual",,,"332, 14th Cross, 4th Main , Sadashivanagar, Bangalore, BANGALORE, KARNATAKA, 560080","382/30,4th floor, 13th cross, Upper Palace Orchards , Sadashiva Nagar, Bangalore-560080, BANGALORE, KARNATAKA, 560080",,,KARNATAKA,BANGALORE
Infradawn Capital AIF,IN/AIF2/24-25/1692,"Jan 07, 2025 - Perpetual",vinit.sarawgi@infradawn.in,Vinit Sarawgi,"7th Floor, B707, Plot No. 46, NC Kelkar Marg, Shivaji Park, MUMBAI, MAHARASHTRA, 400028","7th Floor, B707, Plot No. 46, NC Kelkar Marg, Shivaji Park, MUMBAI, MAHARASHTRA, 400028",,,MAHARASHTRA,MUMBAI
INFRASTRUCTURE YIELD TRUST,IN/AIF1/21-22/0975,"Jan 24, 2022 - Perpetual",alternativescompliance@edelweissalts.com,Deepak Mukhija,"Edelweiss House, Off C.S.T. Road, Kalina, MUMBAI, MAHARASHTRA, 400098","Edelweiss House, Off C.S.T. Road, Kalina, MUMBAI, MAHARASHTRA, 400098",,,MAHARASHTRA,MUMBAI
Inliv Real Estate Trust,IN/AIF2/22-23/1235,"Mar 14, 2023 - Perpetual",mohit.malhotra@outlook.com,Mohit Malhotra,"403, 4th Floor, Tower B, The Capital, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","403, 4th Floor, Tower B, The Capital, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Innopark Ventures Trust,IN/AIF2/21-22/0889,"Jun 07, 2021 - Perpetual",Reddy.vanga@gmail.com,Sreeram Vanga,"5th Floor Unit 2A/1, Octave Block at Parcel 4 Salarpuria Sattva Knowledge City, HYDERABAD, TELANGANA, 500081","5th Floor Unit 2A/1, Octave Block at Parcel 4 Salarpuria Sattva Knowledge City, HYDERABAD, TELANGANA, 500081",9100000000000.0,9100000000000.0,TELANGANA,HYDERABAD
Innovative Vision Trust,IN/AIF3/24-25/1665,"Dec 11, 2024 - Perpetual",innovisfund2024@gmail.com,Pravin Pawar,"602 B Wing Umarji House Teli Lane, Opp Criticare Hospital Andheri East, MUMBAI, MAHARASHTRA, 400069","602 B Wing Umarji House Teli Lane, Opp. Criticare Hospital Andheri East, MUMBAI, MAHARASHTRA, 400069",,,MAHARASHTRA,MUMBAI
Innoven Capital India Fund,IN/AIF2/18-19/0648,"Mar 12, 2019 - Perpetual",ashish@innovencapital.com,Ashish Sharma,"805 A The Capital G Block, Bandra Kurla Complex Behind ICICI Bank Plot C 70 Bandra East, MUMBAI, MAHARASHTRA, 400051","805 A The Capital G Block, Bandra Kurla Complex Behind ICICI Bank Plot C 70 Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
InnoVen Capital India Trust,IN/AIF2/22-23/1233,"Mar 14, 2023 - Perpetual",ashish@innovencapital.com,Ashish Sharma,"A 805A The Capital G Block Bandra Kurla Complex Behind ICICI Bank Plot C 70 Bandra East Mumbai 40005, MUMBAI, MAHARASHTRA, 400051","A 805A The Capital G Block Bandra Kurla Complex Behind ICICI Bank Plot C 70 Bandra East Mumbai 40005, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Innovex Capital,IN/AIF2/22-23/1090,"Jun 17, 2022 - Perpetual",Vishalkumar.Sinha@gmrgroup.in,Vishal Sinha,"25/1 Ground floor, Skip House,, Museum Road,, BANGALORE, KARNATAKA, 560025","25/1 Ground floor, Skip House, Museum Road, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
Inquant Alternative Investment Trust,IN/AIF3/21-22/1024,"Mar 24, 2022 - Perpetual",saurabh.saraswat@inquant.in,Saurabh Saraswat,"Unit 001, Ground Floor, Mayuransh Elanza,, Shyamal Crossroad, 132 Feet Ring Road, Satellite,, AHMEDABAD, GUJARAT, 380015","Co Inquant Systematic Investment Managers LLP , 175 Kagalwala House 2nd Floor Vidhyanagari Marg Kalina Santacruz E, MUMBAI, MAHARASHTRA, 400098",,,GUJARAT,MUMBAI
INRE INVESTMENTS TRUST,IN/AIF2/22-23/1152,"Oct 19, 2022 - Perpetual",vithal.suryavanshi@brookfieldproperties.com,Vithal Suryavanshi,"Unit 1, 4th Floor, Godrej BKC, , Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051","Unit 1, 4th Floor, Godrej BKC, , Bandra Kurla Complex, Bandra East, Mumbai, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Insightful Investment Trust,IN/AIF3/24-25/1511,"May 03, 2024 - Perpetual",anilbshah19@gmail.com,Anil Shah,"Unit No B808, 8th Floor, B Wing, Kohinoor Square, Final Plot No. 46 at the junction of Lady Jamshetji Road and N.C.Kelkar Road, Dadar W, MUMBAI, MAHARASHTRA, 400028","Unit No B808, 8th Floor, B Wing, Kohinoor Square, Final Plot No. 46 at the junction of Lady Jamshetji Road and N.C.Kelkar Road, Dadar W, MUMBAI, MAHARASHTRA, 400028",,,MAHARASHTRA,MUMBAI
INTEGROW CRE TRUST,IN/AIF2/23-24/1260,"Apr 18, 2023 - Perpetual",ICRET@integrowamc.com,Kiran Loke,"Unit No 102 1st Floor First International Financial Centre, Plot Nos C 54 and C 55 G Block Bandra Kurla Complex Bandra East Mumbai, MUMBAI, MAHARASHTRA, 400051","Unit No 102 1st Floor First International Financial Centre, Plot Nos C 54 and C 55 G Block Bandra Kurla Complex Bandra East Mumbai, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Integrow Real Estate Trust,IN/AIF2/21-22/0892,"Jun 17, 2021 - Perpetual",ram.yadav@integrowamc.com,Ramashrya Yadav,"Unit No. 102, 1st Floor, First International Financial Centre, Plot Nos. C-54 and C-55, G-Block, Bandra-Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Unit No. 102, 1st Floor, First International Financial Centre, Plot Nos. C-54 and C-55, G-Block, Bandra-Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
InterGlobe Aviation Ventures,IN/AIF2/24-25/1569,"Aug 02, 2024 - Perpetual",ventures@goindigo.in,Ankit Sharma,"Upper Ground Floor, Thapar House, Gate No. 2, Western Wing,, 124 Janpath, New Delhi, Central Delhi- 110001, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Level 2, Emaar Capital Tower 1, Sector 26, MG Road, Level 3, Emaar Capital Tower 2, Sector 26, MG Road, GURGAON, HARYANA, 122002",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Intrinsic Value Opportunities Trust,IN/AIF3/25-26/1800,"May 05, 2025 - Perpetual",chandhok.jasmit@gmail.com,Jasmit Chandhok,"MR1, 5th Floor, Wing A Statesman House, 148, Barakhamba House, New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","MR1, 5th Floor, Wing A Statesman House, 148, Barakhamba House, New Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001",,,NATIONAL CAPITAL TERRITORY OF DELHI,NEW DELHI
Investcorp India Alternatives Fund,IN/AIF2/20-21/0834,"Oct 21, 2020 - Perpetual",akumar@investcorp.com,Ajay Kumar,"93-B Mittal Court, Nariman Point, MUMBAI, MAHARASHTRA, 400021","93-B Mittal Court, Nariman Point, MUMBAI, MAHARASHTRA, 400021",,,MAHARASHTRA,MUMBAI
INVESTCORP PRIVATE EQUITY FUND II,IN/AIF2/15-16/0209,"Feb 24, 2016 - Perpetual",,,"C 32, G BLOCK, NAMAN CHAMBERS, BANDRA KURLA COMPLEX, MUMBAI, MAHARASHTRA, 400051",,,,MAHARASHTRA,MUMBAI
Investcorp Private Equity Fund III,IN/AIF2/22-23/1038,"Apr 04, 2022 - Perpetual",asinha@investcorp.com,Anjana Sinha,"Unit No. 02, 6th Floor, Godrej BKC, C68, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Unit No. 02, 6th Floor, Godrej BKC, C68, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
INVESTCORP REAL ESTATE YIELD FUND,IN/AIF2/13-14/0091,"Dec 26, 2013 - Perpetual",,,"C 32, G BLOCK,NAMAN CHAMBERS, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051",,,,MAHARASHTRA,MUMBAI
INVESTCORP SCORE FUND,IN/AIF2/15-16/0183,"Nov 06, 2015 - Perpetual",,,"C 32, G BLOCK, NAMAN CHAMBERS, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI, MAHARASHTRA, 400051",,,,MAHARASHTRA,MUMBAI
Investec India Equity Fund Trust,IN/AIF3/25-26/1781,"Apr 07, 2025 - Perpetual",isaif-i.regulatory@investec.com,Kaillash Sharma,"1103 1104 Parinee Crescenzo, 11th floor, B Wing, , Bandra Kurla Complex Mumbai 400 051, India, MUMBAI, MAHARASHTRA, 400051","1103 1104 Parinee Crescenzo, 11th floor, B Wing, , Bandra Kurla Complex Mumbai 400 051, India, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Investmaxima Trust,IN/AIF2/18-19/0532,"Apr 19, 2018 - Perpetual",psp@goodluckfinsolutions.com,Perur Prasad,"D-214, Kanakia Zillion, BKC Annexe, LBS Road, Kurla (West), MUMBAI, MAHARASHTRA, 400070","504, The Summit Business Bay, Behind Guru Nanak Petrol Pump, , Near Western Express Highway, Andheri, MUMBAI, MAHARASHTRA, 400069",,,MAHARASHTRA,MUMBAI
Invicta Continuum Trust,IN/AIF2/24-25/1542,"Jun 18, 2024 - Perpetual",hemant@invictacap.in,Hemant Gadodia,"901, A-Wing, Rustomjee Central Business Park, Andheri Kurla Road, Chakala, Andheri East, MUMBAI, MAHARASHTRA, 400093","901, A-Wing, Rustomjee Central Business Park, Andheri Kurla Road, Chakala, Andheri East, MUMBAI, MAHARASHTRA, 400093",,,MAHARASHTRA,MUMBAI
Invicto Trust,IN/AIF2/22-23/1069,"May 23, 2022 - Perpetual",nakshita@credentglobal.com,Aditya Kanoria,"One BKC, G Block, C Wing, Unit 609, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","One BKC, G Block, C Wing, Unit 609, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
INVIGA TRUST,IN/AIF2/22-23/1227,"Mar 09, 2023 - Perpetual",rakshith.rangarajan@inviga.in,RAKSHITH RANGARAJAN,"We Work, Galaxy 43, Residency Rd, Shanthala Nagar Ashok Nagar,, Richmond Town, Bangalore North, BANGALORE, KARNATAKA, 560025","We Work, Galaxy 43, Residency Rd, Shanthala Nagar Ashok Nagar, Richmond Town, Bangalore North, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
INVISAGE INDIA CAPITAL TRUST,IN/AIF3/25-26/1915,"Oct 10, 2025 - Perpetual",shedjaleabhijeet@gmail.com,ABHIJEET SHEDJALE,"NPV House D Chanakya Mahavir Nagar Link Road Kandivali West, MUMBAI, MAHARASHTRA, 400067","Unit 1107 Level 11 Platina C59 GBlock BKC Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
Invstt Trust,IN/AIF1/22-23/1126,"Sep 02, 2022 - Perpetual",LEGAL@WEFOUNDERSCIRCLE.COM,GAURAV SINGHVI,"H No 2886, B,1 and 2. 4th floor, F S Tower,, Ring Road, B H Trividh Building, SURAT, GUJARAT, 395002","H No 2886, B,1 and 2. 4th floor, F S Tower, Ring Road, B H Trividh Building, SURAT, GUJARAT, 395002",,,GUJARAT,
IONIC INVESTMENT OPPORTUNITIES FUND,IN/AIF3/25-26/2068,"Feb 27, 2026 - Perpetual",compliance.assets@ionic.in,NIPUN DOSHI,"601 6th Floor Ackruti Star Chakala MIDC Central Road Andheri East, MUMBAI, MAHARASHTRA, 400093",,,,MAHARASHTRA,MUMBAI
IQ ALPHA V,IN/AIF2/24-25/1651,"Dec 02, 2024 - Perpetual",ACCOUNTS@INDIAQUOTIENT.IN,MADHUKAR SINHA,"3rd Floor, No. 788, J.K. Plaza, 12th Main Road, Indiranagar, BANGALORE, KARNATAKA, 560038","3rd Floor, No. 788, J.K. Plaza, 12th Main Road, Indiranagar, BANGALORE, KARNATAKA, 560038",,,KARNATAKA,BANGALORE
IQ STARTUP FUND,IN/AIF1/17-18/0347,"Jun 28, 2017 - Perpetual",,,"202, Delta Building, Chemtex Lane , Hiranandani, Powai, MUMBAI, MAHARASHTRA, 400076",,,,MAHARASHTRA,MUMBAI
IQ Startup Fund II,IN/AIF2/21-22/0882,"May 04, 2021 - Perpetual",madhukar@indiaquotient.in,Madhukar Sinha,"3rd Floor, No. 788, J.K. Plaza, 12th Main Road, Indiranagar, BANGALORE, KARNATAKA, 560038","3rd Floor, No. 788, J.K. Plaza, 12th Main Road, Indiranagar, BANGALORE, KARNATAKA, 560038",,,KARNATAKA,BANGALORE
IQ Startup Fund III,IN/AIF2/23-24/1371,"Oct 25, 2023 - Perpetual",sharad@indiaquotient.in,MADHUKAR SINHA,"3rd Floor, No. 788, J.K. Plaza, 12th Main Road, Indiranagar, BANGALORE, KARNATAKA, 560038","3rd Floor, No. 788, J.K. Plaza, 12th Main Road, Indiranagar, BANGALORE, KARNATAKA, 560038",,,KARNATAKA,BANGALORE
IREO ADVANTAGE FUND I,IN/AIF2/13-14/0050,"May 06, 2013 - Perpetual",,,,,,,,
Iroha Emerging India Fund,IN/AIF3/19-20/0756,"Dec 13, 2019 - Perpetual",nl@iroha.co.in,Naveen Lohiya,"Iroha Investment Management Private Limited,1710, B Wing, One BKC,, C 66, G Block, Bandra Kurla Complex,, MUMBAI, MAHARASHTRA, 400051","Iroha Investment Management Private Limited,1710, B Wing, One BKC, C 66, G Block, Bandra Kurla Complex, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
IRON PILLAR INDIA FUND I,IN/AIF2/16-17/0265,"Sep 29, 2016 - Perpetual",,,"Milestone Trusteeship Services Pvt. Ltd, CoWrks Worli, PS56, 3rd Floor,Birla Centurion, Century Mills Compound,Pandurang Budhkar Marg, MUMBAI, MAHARASHTRA",,,,MAHARASHTRA,MUMBAI
Iron Pillar India Trust,IN/AIF2/21-22/0989,"Feb 03, 2022 - Perpetual",sunil@ironpillarfund.com,Sunil Mehta,"c/o AMA Capital Advisors Private Limited , 2/B 3rd floor Hayes Road Richmond Town, BANGALORE, KARNATAKA, 560025","c/o AMA Capital Advisors Private Limited , 2/B 3rd floor Hayes Road Richmond Town, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
IRONCLAD VENTURES AF TRUST,IN/AIF1/25-26/1899,"Sep 15, 2025 - Perpetual",info@ironcladamc.com,Krishna Killa,"3rd Floor C175 Sector 100, GB Nagar Noida, NOIDA, UTTAR PRADESH, 201301","3rd Floor C175 Sector 100, GB Nagar Noida, NOIDA, UTTAR PRADESH, 201301",,,UTTAR PRADESH,
ISAF III,IN/AIF2/21-22/0978,"Jan 25, 2022 - Perpetual",Deepak.Mukhija@edelweissfin.com,Deepak Mukhija,"Edelweiss House, Off C.S.T. Road, Kalina,, MUMBAI, MAHARASHTRA, 400098","Edelweiss House, Off C.S.T. Road, Kalina, MUMBAI, MAHARASHTRA, 400098",,,MAHARASHTRA,MUMBAI
ISF Special Opportunity Fund,IN/AIF1/18-19/0575,"Aug 24, 2018 - Perpetual",kapil@indianstartupfactory.com,Kapil Kaul,"C9 FIRST FLOOR PAMPOSH ENCLAVE, GREATER KAILASH 1, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048","C9 BASEMENT PAMPOSH ENCLAVE, GREATER KAILASH 1, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110048",,,NATIONAL CAPITAL TERRITORY OF DELHI,
ISF Trust,IN/AIF2/24-25/1726,"Feb 13, 2025 - Perpetual",gane.sankar@gmail.com,Ganesh Sankar T S,"4A, Ocus Technopolis, Golf Club, Sector 54, Gurgaon, Haryana 122002., GURGAON, HARYANA, 122002","4A, Ocus Technopolis, Golf Club, Sector 54, Gurgaon, Haryana 122002., GURGAON, HARYANA, 122002",,,HARYANA,
Ishti Wealth Builder Fund,IN/AIF3/20-21/0823,"Aug 20, 2020 - Perpetual",aditya@ishtifunds.com,Aditya Shrimankar,"F-Office 103 Plot-85 F, Maker Tower, GD Somani Marg, Cuffe Parade, MUMBAI, MAHARASHTRA, 400005","F-Office 103 Plot-85 F, Maker Tower, GD Somani Marg, Cuffe Parade, MUMBAI, MAHARASHTRA, 400005",,,MAHARASHTRA,MUMBAI
ITI Growth Opportunities Fund,IN/AIF2/18-19/0597,"Oct 04, 2018 - Perpetual",mg@itigo.in,Mohit Gulati,"2104 Naman Midtown A wing, 21st Floor Senapati Bapat Marg Elphinstone Road, MUMBAI, MAHARASHTRA, 400013","2104 Naman Midtown A wing, 21st Floor Senapati Bapat Marg Elphinstone Road, MUMBAI, MAHARASHTRA, 400013",,,MAHARASHTRA,MUMBAI
ITI INFRASTRUCTURE FUND,IN/AIF1/16-17/0292,"Jan 13, 2017 - Perpetual",,,,,,,,
ITI Long-Short Equity Fund,IN/AIF3/17-18/0524,"Mar 05, 2018 - Perpetual",haroon@ffsil.com,Haroon Mansuri,"ITI House 36 Dr. R. K. Shirodkar Marg, Opp HDFC house Parel, MUMBAI, MAHARASHTRA, 400012","ITI House 36 Dr. R. K. Shirodkar Marg, Opp HDFC house Parel, MUMBAI, MAHARASHTRA, 400012",,,MAHARASHTRA,MUMBAI
Itus Capital All-Weather Equity Opportunities Fund,IN/AIF3/25-26/1881,"Aug 21, 2025 - Perpetual",compliance@ituscapital.com,Naveen Chandramohan,"II Floor 40, 2nd Main Road R.A. Puram, CHENNAI, TAMIL NADU, 600028","II Floor 40, 2nd Main Road R.A. Puram, CHENNAI, TAMIL NADU, 600028",,,TAMIL NADU,CHENNAI
IVen Amplifi Fund,IN/AIF2/23-24/1341,"Sep 04, 2023 - Perpetual",,,"ICICI Venture House, Ground Floor, Appasaheb Marathe Marg, Prabhadevi, MUMBAI, MAHARASHTRA, 400025","ICICI Venture House, Ground Floor, Appasaheb Marathe Marg, Prabhadevi, MUMBAI, MAHARASHTRA, 400025",,,MAHARASHTRA,MUMBAI
IvyCap Ventures Angel Fund 1,IN/AIF1/19-20/0709,"Jun 24, 2019 - Perpetual",ivycapangel.nda@nishithdesai.com,Nandini Pathak,"IvyCap Ventures Advisors Private Limited, A 601, Delphi, Orchard Avenue, Hiranandani Gardens, Powai, MUMBAI, MAHARASHTRA, 400076","IvyCap Ventures Advisors Private Limited, A 601, Delphi, Orchard Avenue, Hiranandani Gardens, Powai, MUMBAI, MAHARASHTRA, 400076",,,MAHARASHTRA,MUMBAI
IvyCap Ventures Trust,IN/AIF1/25-26/1852,"Jul 21, 2025 - Perpetual",,,"A 601, Delphi, Orchard Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400076","A 601, Delphi, Orchard Avenue, Hiranandani Gardens, Powai, Mumbai, Maharashtra, MUMBAI, MAHARASHTRA, 400076",,,MAHARASHTRA,MUMBAI
IVYCAP VENTURES TRUST FUND II,IN/AIF1/15-16/0142,"Apr 17, 2015 - Perpetual",,,"601, A Wing, Delphi, Orchard Avenue, Hiranandani Gardens, Powai, MUMBAI, MAHARASHTRA, 400076",,,,MAHARASHTRA,MUMBAI
Ivycap Ventures Trust Fund III,IN/AIF2/18-19/0564,"Jul 12, 2018 - Perpetual",madhuri@ivycapventures.com,Madhuri Sawant,"IvyCap Ventures Advisors Private Limited, 601, A-Wing, Delphi, Hiranandani Business Park, Powai, MUMBAI, MAHARASHTRA, 400076","IvyCap Ventures Advisors Private Limited, 601, A-Wing, Delphi, Hiranandani Business Park, Powai, MUMBAI, MAHARASHTRA, 400076",,,MAHARASHTRA,MUMBAI
IXP Lifesciences Catalyst Fund,IN/AIF1/24-25/1664,"Dec 11, 2024 - Perpetual",ketki.tulpule@ixplifesciences.com,Ketki Tulpule,"Niharika Jubilee One, 4th Floor, P No 1355 H and 1355 I Sy No 120, Road No. 1, Jubilee Hills, Hyderabad, Telangana, 500033, HYDERABAD, TELANGANA, 500033","Unit L24 02, 24th Floor, One West, Sy. No 88 AA and 88 E ,Nanakramguda Village, Seringampali Mandal, Ranga Reddy District, HYDERABAD, TELANGANA, 500008",,,TELANGANA,HYDERABAD
J1 Capital Trust,IN/AIF2/22-23/1238,"Mar 15, 2023 - Perpetual",im@j1capital.in,Ravi Sharma,"No.54 Richmond Rd Craig Park Layout Ashok Nagar Bengaluru Karnataka 560025 India, BANGALORE, KARNATAKA, 560025","No.54 Richmond Rd Craig Park Layout Ashok Nagar Bengaluru Karnataka 560025 India, BANGALORE, KARNATAKA, 560025",,,KARNATAKA,BANGALORE
J4S Venture Fund,IN/AIF1/24-25/1533,"Jun 03, 2024 - Perpetual",compliance@j4salliance.com,Simar Kapoor,"7A and B Siddhivinayak Chambers, Gandhi Nagar Opposite MIG Cricket Club Bandra East, MUMBAI, MAHARASHTRA, 400051","7A and B Siddhivinayak Chambers, Gandhi Nagar Opposite MIG Cricket Club Bandra East, MUMBAI, MAHARASHTRA, 400051",,,MAHARASHTRA,MUMBAI
